Solubility,smiles,Inchi_Key
-6.3777384512,COC(=O)c1cc(N=NC(C(C)=O)C(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)cc(C(=O)OC)c1,IHRACTUONPFMSI-UHFFFAOYSA-N
-2.3,CCOc1ccc(NC(C)=O)cc1,CPJSUEIXXCENMM-UHFFFAOYSA-N
-0.6586987459,CCCCCCOC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,JVAZJLFFSJARQM-OZRWLHRGSA-N
-6.4939,CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],OQMBBFQZGJFLBU-UHFFFAOYSA-N
-0.3879999999999999,Cc1cccc(CO)c1,JJCKHVUTVOPLBV-UHFFFAOYSA-N
0.1,CC(C)(C)OC(N)=O,LFKDJXLFVYVEFG-UHFFFAOYSA-N
-6.3001,Clc1ccccc1-c1c(Cl)ccc(Cl)c1Cl,VHGHHZZTMJLTJX-UHFFFAOYSA-N
-3.8064830067,CC(C)CCCC(C)CC=O,UCSIFMPORANABL-UHFFFAOYSA-N
-2.2334403365,O=C(O)c1cccc2cccc(-c3cccc4cccc(C(=O)O)c34)c12,XGDAODQNSVFBGM-UHFFFAOYSA-N
-0.7353,CNC(=O)O/N=C(/C)C(C)SC,SFNPDDSJBGRXLW-UITAMQMPSA-N
-1.7,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,UVTNFZQICZKOEM-UHFFFAOYSA-N
-4.35,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,RGLYKWWBQGJZGM-UHFFFAOYSA-N
-7.8250730454,Cc1cc(C)c(Nc2ccc(Nc3c(C)cc(C)cc3C)c3c2C(=O)c2ccccc2C3=O)c(C)c1,DMDRBXCDTZRMHZ-UHFFFAOYSA-N
-2.4,Nc1c2ccccc2nc2ccc(F)cc12,HOVVFNPKGWZRTE-UHFFFAOYSA-N
-6.51,Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1,QORAVNMWUNPXAO-UHFFFAOYSA-N
0.2893,NC(=O)C1CCCC(C(N)=O)N1,LOVQGUOGVLKMQT-UHFFFAOYSA-N
-0.5809,NC(=O)NCC(=O)O,KZVRXPPUJQRGFN-UHFFFAOYSA-N
-7.14,Clc1ccc(Oc2cc(Cl)cc(Cl)c2Cl)cc1,YHQRYZGDQCSHFO-UHFFFAOYSA-N
-5.2917,CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1Cl,GQKRUMZWUHSLJF-NTCAYCPXSA-N
-4.86,CC(=O)c1cccc(Nc2ccccc2C(=O)O)c1,URNBQFPUGNNQRC-UHFFFAOYSA-N
-3.0319,CC1=CC(=O)c2ccccc2C1=O,MJVAVZPDRWSRRC-UHFFFAOYSA-N
-2.8833112394,Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1,HBZVNWNSRNTWPS-UHFFFAOYSA-N
-0.6537301416,O=S(=O)(O)OOS(=O)(=O)O,USHAGKDGDHPEEY-UHFFFAOYSA-L
-8.3860948559,CCN(CCOc1ccc(C2CCCCC2)cc1)c1ccc(C=C(C#N)C#N)c(C)c1,NQAJBKZEQYYFGK-UHFFFAOYSA-N
-3.853,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,MXXWOMGUGJBKIW-YPCIICBESA-N
-2.09,C=CC=C(C)C=CC=CC,JXQNEJRKTHOCGQ-UHFFFAOYSA-N
-2.29,O=S(=O)(c1cccc(O)c1)c1ccccc1O,AQHJGSVRTSBTKR-UHFFFAOYSA-N
-1.54,O=c1[nH]c(CN2CCCC2)c(Cl)c(=O)[nH]1,UMNZZEWMRNSNIH-UHFFFAOYSA-N
-3.41,O=C(O)C(SCCSC(C(=O)O)c1ccccc1)c1ccccc1,UAFWZTUMPCUHHG-UHFFFAOYSA-N
-3.31,Cn1c(=O)c2c(nc(-c3ccccc3)n2C)n(C)c1=O,MBYIBRUTNFFDFL-UHFFFAOYSA-N
-3.83,CC(C)(C)NC(=O)C1N(C(=O)C(O)C(Cc2ccccc2)NC(=O)COc2ccccc2)CSC1(C)C,GPNZSHBQHQEFRS-UHFFFAOYSA-N
-2.0550171187,CCCCC(CC)COCC(O)CO,NCZPCONIKBICGS-UHFFFAOYSA-N
-0.3838981351,O=C(O)CS,QVCFQEFEMBCIOI-UHFFFAOYSA-M
-0.242535631,O=S(=O)(O)c1cc(O)c2ccc3c(S(=O)(=O)O)cc(S(=O)(=O)O)c4ccc1c2c34,KXXXUIKPSVVSAW-UHFFFAOYSA-K
-2.35,NCCNc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,MDPYJIRMYGKJHU-UHFFFAOYSA-N
-1.9122,CCc1nc2nc[nH]c(=O)c2nc1CC,WIUUIGUJULBTKD-UHFFFAOYSA-N
-5.1495,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,RFDAIACWWDREDC-FRVQLJSFSA-N
-2.7359,CNC(=O)Sc1ccc(OS(C)(=O)=O)cc1,IXJOSTZEBSTPAG-UHFFFAOYSA-N
-1.53,NCc1ccccc1,WGQKYBSKWIADBV-UHFFFAOYSA-N
-6.8235536072,CCCCCCC(O)CCCCCCCCCCC(=O)O,FPLIHVCWSXLMPX-UHFFFAOYSA-M
-2.56,NC(CSCC(N)C(=O)O)C(=O)O,DWPCPZJAHOETAG-UHFFFAOYSA-N
-5.35,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,RQZAXGRLVPAYTJ-UHFFFAOYSA-N
-2.7078,O=C1Cc2c(ccc3ccccc23)O1,KVLORZFYGDNPIQ-UHFFFAOYSA-N
-2.0985,CCOC(=O)c1c[nH]c(=S)[nH]c1=O,FQFSHLBWRUOCPX-UHFFFAOYSA-N
-2.48,Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)Cc1ccccc1,CEOILGDNBOGUIQ-UHFFFAOYSA-N
0.1474,C=CC#N,NLHHRLWOUZZQLW-UHFFFAOYSA-N
-4.8285219564,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(O)cc4)CC3)cc2)c1=O,FFAQILVGBAELHN-UHFFFAOYSA-N
-0.5256786207,Nc1ccc(N=Nc2ccc(NS(=O)(=O)c3ccc(N=Nc4c(S(=O)(=O)O)cc5cc(S(=O)(=O)O)c(N=Nc6ccc([N+](=O)[O-])cc6)c(N)c5c4O)cc3)cc2)c(N)c1,UMXKOPCQCFDBHS-UHFFFAOYSA-L
-1.0872511921,CCCCOP(=O)(O)OCCCC,JYFHYPJRHGVZDY-UHFFFAOYSA-N
0.3926664196,C[N+](CCO)(CCO)CCO,WLTHPEHYBIKNHR-UHFFFAOYSA-M
0.9544,C=CC(N)=O,HRPVXLWXLXDGHG-UHFFFAOYSA-N
-4.2367225564,CCCCC(CC)CNCC(CC)CCCC,SAIKULLUBZKPDA-UHFFFAOYSA-N
-4.8,COc1cccc(Nc2ccccc2C(=O)O)c1,SSRGDXQQJKAWKX-UHFFFAOYSA-N
-2.6756730859,C=CCCC,YWAKXRMUMFPDSH-UHFFFAOYSA-N
0.8466851642000001,OC/C=C\CO,ORTVZLZNOYNASJ-UPHRSURJSA-N
-2.2,C=CCSC(CCC(SCC=C)C(=O)O)C(=O)O,WOINBLKRRRAPGG-UHFFFAOYSA-N
-4.1007061575,CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC21CCC(=O)O1,UJVLDDZCTMKXJK-UHFFFAOYSA-N
0.1165037469,CC(C)=CC=O,SEPQTYODOKLVSB-UHFFFAOYSA-N
0.804,COC(=O)C1CC(=O)N(C)C1,JFZRRXGXEHUJCI-UHFFFAOYSA-N
-2.5631304762,Nc1ccc(Nc2ccccc2)cc1,ATGUVEKSASEFFO-UHFFFAOYSA-N
-7.284910561499999,CCCCCCCCCCCCCCCCCC(=O)OCC(OC(=O)CCCCCCCCCCCCCCCCC)[C@H]1OC[C@@H](O)[C@@H]1OC(=O)CCCCCCCCCCCCCCCCC,IJCWFDPJFXGQBN-BIFNRIDTSA-N
-7.1806,Clc1ccc2c(c1)Oc1cc(Cl)ccc1O2,WMWJCKBJUQDYLM-UHFFFAOYSA-N
-4.43,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,RJKFOVLPORLFTN-UHFFFAOYSA-N
-0.8053203897,CCN(CC)c1cc2[o+]c3cc(N(CC)CC)c(C)cc3c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)O)c2cc1C,XJENLUNLXRJLEZ-UHFFFAOYSA-M
-3.7398163758,COC(=O)c1ccc(C(C)(C)C)cc1,UPIJOAFHOIWPLT-UHFFFAOYSA-N
-1.39,OC(c1ccccc1)(c1ccccc1)C1CCNCC1,ZMISODWVFHHWNR-UHFFFAOYSA-N
-7.3,Brc1cc(Br)c(-c2ccccc2)c(Br)c1,YCLZBYQDXVJFII-UHFFFAOYSA-N
-1.57,COCCN(CCOC)C(=O)COC(=O)c1ccccc1,LJCFRMUKLSCNKV-UHFFFAOYSA-N
-7.316,Clc1cc(Cl)c(-c2c(Cl)cccc2Cl)c(Cl)c1,MTCPZNVSDFCBBE-UHFFFAOYSA-N
-4.3079108614,CC(=O)Nc1cccc(Nc2cc(S(=O)(=O)O)c(N)c3c2C(=O)c2ccccc2C3=O)c1,MIBVDSFVCOIWCC-UHFFFAOYSA-M
-5.32,NC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,CTJMNBROBOZHAP-UHFFFAOYSA-N
-4.7793105096,C=CCCC(=O)C1CCCC(C)(C)C1,OHYNEUHOSWPWLZ-UHFFFAOYSA-N
-3.7064,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,GGCSSNBKKAUURC-UHFFFAOYSA-N
-3.7597030757,Nc1ccc(N=Nc2ccccc2)cc1,QPQKUYVSJWQSDY-UHFFFAOYSA-N
-4.0287937791,O=C(Cl)c1ccc(C(=O)Cl)cc1,LXEJRKJRKIFVNY-UHFFFAOYSA-N
-2.5,Nc1c(S(=O)(=O)O)ccc2ncccc12,RSLYDUZZJLDOKH-UHFFFAOYSA-N
-3.82,CC12C(=O)OC(=O)C1(C)C1CCC2O1,DHZBEENLJMYSHQ-UHFFFAOYSA-N
-1.82,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccccc2[N+](=O)[O-])s1,CTLJHLYIILERNX-UHFFFAOYSA-N
-1.7858311962,CC(C)c1ccc(N)cc1,LRTFPLFDLJYEKT-UHFFFAOYSA-N
-1.7128,C=C(Cl)CCl,FALCMQXTWHPRIH-UHFFFAOYSA-N
-4.3979,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,WIKYUJGCLQQFNW-UHFFFAOYSA-N
-4.61,COC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CCCCC1,XBQBUJRJLAOQHD-UHFFFAOYSA-N
-2.9287991689,[C-]#[O+],UGFAIRIUMAVXCW-UHFFFAOYSA-N
-5.593122621900001,CCCCCCCCCCCCCCCC(=O)NCC(=O)O,KVTFEOAKFFQCCX-UHFFFAOYSA-N
-0.3279248515,CC(C)CC(=O)O,GWYFCOCPABKNJV-UHFFFAOYSA-N
-5.9019,[O-][S+]1OC[C@@H]2[C@H](CO1)C1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl,RDYMFSUJUZBWLH-GDSHQCHSSA-N
-2.95,CCCC(=O)OCOC(=O)c1cn(CC)c2nc(C)ccc2c1=O,YCPMGOBLONVZFZ-UHFFFAOYSA-N
0.2868,CCC(N)C(=O)O,QWCKQJZIFLGMSD-UHFFFAOYSA-N
-3.65,Nc1ccc(S(=O)(=O)Nc2ncc3c(n2)CCCC3)cc1,IPDKSGJFMBIZJI-UHFFFAOYSA-N
-0.6237,CCOP(=O)(OCC)SCC(=O)NC(C)(C)C#N,TWDJIKFUVRYBJF-UHFFFAOYSA-N
-1.88,NC(=O)CNC(=O)OCc1ccccc1,HQYMUNCIMNFLDT-UHFFFAOYSA-N
0.7779988658,Cc1cccc(S(=O)(=O)O)c1C,ZZXDRXVIRVJQBT-UHFFFAOYSA-N
-6.7352071916,CCCCCCC(O)CCCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCC(O)CCCCCC,YLWQQYRYYZPZLJ-UHFFFAOYSA-N
-11.5827,Clc1c(Cl)c(Cl)c2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl,RHIROFAGUQOFLU-UHFFFAOYSA-N
-0.8493,CCC[C@H]1CCCCN1,NDNUANOUGZGEPO-QMMMGPOBSA-N
-8.14,Clc1ccc(Oc2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,ATIMVMORQPKRPC-UHFFFAOYSA-N
-2.3202,CC1(C)C2CCC1(C)C(O)C2,DTGKSKDOIYIVQL-UHFFFAOYSA-N
-2.8665,CC(C)(C)NC(=O)COC(=O)c1ccccc1,NZNPHIKNHGRVLZ-UHFFFAOYSA-N
-5.11,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,DNXHEGUUPJUMQT-UHFFFAOYSA-N
-5.31,CNC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,QSNYNWOQOIJCFV-UHFFFAOYSA-N
-2.0621,Cc1ccccc1C(=O)O,ZWLPBLYKEWSWPD-UHFFFAOYSA-N
-3.77,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CIWBQSYVNNPZIQ-UHFFFAOYSA-N
-3.0263435366,CC(C)C(=O)OCCOc1ccccc1,MJTPMXWJHPOWGH-UHFFFAOYSA-N
0.964,COC(N)=O,GTCAXTIRRLKXRU-UHFFFAOYSA-N
-8.2650486602,COCCOCCCn1c(=O)c2c(N)c3c(=O)c4ccccc4c(=O)c3c(N)c2c1=O,SOYBSGQXDYYMDH-UHFFFAOYSA-N
-8.3,Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,YLAYOOJLJKJGCF-UHFFFAOYSA-N
-0.4906,CC(O)C(C)C=O,ZURZPPULRFXVLF-UHFFFAOYSA-N
-1.4333383705,CCCCCC(C)=O,CATSNJVOTSVZJV-UHFFFAOYSA-N
-1.74,COC(C)C(NC(=O)c1ccccc1)C(=O)O,ZRRFZADKYTXPJU-UHFFFAOYSA-N
-2.24,CCCCCCOC(=O)n1cc(F)c(=O)[nH]c1=O,LAUBAKJLUNBTEP-UHFFFAOYSA-N
-4.68,Clc1cc(Cl)c(Cl)c(Cl)c1,QZYNWJQFTJXIRN-UHFFFAOYSA-N
-3.4085,CCNc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],JRLUWLIIVKSPPT-UHFFFAOYSA-N
-2.9512,O=Cc1ccc(O)c([N+](=O)[O-])c1,YTHJCZRFJGXPTL-UHFFFAOYSA-N
-1.6348405969,C=CC(=O)OCCOC(=O)NCCCC,FLKHVLRENDBIDB-UHFFFAOYSA-N
-2.08,COC(=O)C1CCCN1C(=O)COC(=O)c1ccccc1,UQIKOYWGLUXMNE-UHFFFAOYSA-N
-9.351,Brc1ccc(-c2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,NDRKXFLZSRHAJE-UHFFFAOYSA-N
-4.26,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,BIIVYFLTOXDAOV-UHFFFAOYSA-N
-8.176,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,ZXQYGBMAQZUVMI-UHFFFAOYSA-N
-3.9311,COc1cc(Br)c2c(c1OC)C(=O)OC2,OVTBMKVBBHTERH-UHFFFAOYSA-N
0.5848,O=P(O)(O)OC1OC(CO)C(O)C(O)C1O,HXXFSFRBOHSIMQ-UHFFFAOYSA-N
0.6949528649,C=CCS(=O)(=O)O,DIKJULDDNQFCJG-UHFFFAOYSA-M
-4.52,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,WZJZMXBKUWKXTQ-UHFFFAOYSA-N
-0.1078,C1COC2(C1)CCCO2,YVSCOIUNVKGTND-UHFFFAOYSA-N
0.8776773261,O=C1NCCN1CCO,HBAIZGPCSAAFSU-UHFFFAOYSA-N
-2.3290690398,C=C(C)C,VQTUBCCKSQIDNK-UHFFFAOYSA-N
-4.912,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,HUWXDEQWWKGHRV-UHFFFAOYSA-N
-1.456,c1ccc2cnccc2c1,AWJUIBRHMBBTKR-UHFFFAOYSA-N
-3.2671,CCc1nc2nc(N)nc(N)c2nc1CC,BUZKILZDXOORCH-UHFFFAOYSA-N
-4.85,S=C=Nc1ccc(-c2ccccc2)cc1,WPYSJFXXQNITBC-UHFFFAOYSA-N
-2.9792447784,COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl,MOUVJGIRLPZEES-UHFFFAOYSA-N
-0.1211098882,NC(=O)CCNCCO,WRLAXUYIDLSRHV-UHFFFAOYSA-N
-4.27,Cc1ccc2ccccc2c1[N+](=O)[O-],IZNWACYOILBFEG-UHFFFAOYSA-N
-1.2019,Cc1cc(=O)c2ccccc2[nH]1,NWINIEGDLHHNLH-UHFFFAOYSA-N
-0.28,CC(O)C1C(=O)N2C(C(=O)O)=C(SCC(=N)N(C)C)C(C)C12,VBVXPLDOYIOZGP-UHFFFAOYSA-N
0.3322,NC(N)=NCCCCCCCCNCCCCCCCCN=C(N)N,RONFGUROBZGJKP-UHFFFAOYSA-N
-3.66,CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,JCLHQFUTFHUXNN-UHFFFAOYSA-N
-1.8117983509,COC(=O)c1ccccc1,QPJVMBTYPHYUOC-UHFFFAOYSA-N
-0.5314,NC(Cc1cnc[nH]1)C(=O)O,HNDVDQJCIGZPNO-UHFFFAOYSA-N
-5.1765101856,COc1ccccc1NC(=O)c1cc2ccccc2cc1O,OXXQDUUQLWQUEX-UHFFFAOYSA-M
-2.41,CC(C)OC(=O)CS(=O)(=O)c1ccc(Cl)cc1,DBCUYSCFFFBUJG-UHFFFAOYSA-N
-1.8045937153,C=CC(=O)OC(C)(C)C,ISXSCDLOGDJUNJ-UHFFFAOYSA-N
-1.0824140873,O=C1C(S(=O)(=O)O)=Cc2cc(S(=O)(=O)O)ccc2/C1=N\Nc1ccc(S(=O)(=O)O)c2ccccc12,VOBHRQFELWTZFS-DXVNCNPQSA-K
-6.6804453214,Cn1c(=O)cc2c3c(c(Br)ccc31)C(=O)c1ccccc1-2,QTNAUUGQZYCWGQ-UHFFFAOYSA-N
-4.8916555333,Cc1ccc(N2C(=O)c3cccc4c(N)ccc(c34)C2=O)c(C)c1,FQLZTPSAVDHUKS-UHFFFAOYSA-N
-8.06,Brc1ccc(Br)c(-c2cc(Br)ccc2Br)c1,XEFMFJLRXHQLEM-UHFFFAOYSA-N
-2.0718850743,Cc1ccc(Cl)cc1N,WRZOMWDJOLIVQP-UHFFFAOYSA-N
-5.1235829068,COC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,PXMJCECEFTYEKE-UHFFFAOYSA-N
-3.05,COS(=O)(=O)c1ccc(C(=O)O)cc1,IOOIOUOLXVONAC-UHFFFAOYSA-N
-6.6566491092,N#Cc1ccccc1-c1ccc(CBr)cc1,LFFIEVAMVPCZNA-UHFFFAOYSA-N
-3.6822,Cc1cccc(C)c1N(COCC(C)C)C(=O)CCl,BIQOEDQVNIYWPQ-UHFFFAOYSA-N
0.523,CCN(CC)C(=O)C(Cl)=CCOP(=O)(OC)OC,RWXKUYSKUSXRGL-UHFFFAOYSA-N
0.9621,Cc1cc[n+]([O-])cc1,IWYYIZOHWPCALJ-UHFFFAOYSA-N
-0.6308713175,Cc1ccc(NS(=O)(=O)c2cc(NNC3=C4C(=O)C=C(S(=O)(=O)O)C=C4C=CC3=N)ccc2Cl)c(C)c1,NFIWAOOZVZVNHC-UHFFFAOYSA-M
-0.9508352475,Cc1cccc(N)c1,JJYPMNFTHPTTDI-UHFFFAOYSA-N
-4.0127821042,CC(C)(C)c1cc(CO)cc(C(C)(C)C)c1O,HNURKXXMYARGAY-UHFFFAOYSA-N
-4.1912351395,CC(C)COC(=O)C1CCCCC1C(=O)OCC(C)C,QUKHPBOCBWDYMW-UHFFFAOYSA-N
-1.23,O=Cc1cccc(O)c1,IAVREABSGIHHMO-UHFFFAOYSA-N
-2.5278,NC(=S)Nc1cccc2ccccc12,PIVQQUNOTICCSA-UHFFFAOYSA-N
-1.5915498548,COc1ccc(OC)c(NC(C)=O)c1,HOZRMSVNIKYCMB-UHFFFAOYSA-N
-2.5769433589,CNS(=O)(=O)c1cc(OC)c(N)cc1C,GWSQAGVGSHXRJK-UHFFFAOYSA-N
-4.1714457851,CC(C)Oc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1,ZTILAOCGFRDHBH-UHFFFAOYSA-N
-1.1759580204,CCc1occc(=O)c1O,YIKYNHJUKRTCJL-UHFFFAOYSA-N
-3.9598,Cc1ccc2c([N+](=O)[O-])ccc(O)c2n1,XYPACLZTPMHPLB-UHFFFAOYSA-N
-2.48,Nc1c2ccccc2nc2cccc(C(F)(F)F)c12,GAWKHTAHYFTCHE-UHFFFAOYSA-N
-1.0387,CCCC[C@H](N)C(=O)O,LRQKBLKVPFOOQJ-YFKPBYRVSA-N
-0.6737,CC(=O)OCCBr,RGHQKFQZGLKBCF-UHFFFAOYSA-N
-1.18,CC(O)CN(CC(C)O)C(=O)COC(=O)c1ccccc1,LDCFNNYCIXKMNJ-UHFFFAOYSA-N
-4.0,CC(C)CC(CC(C)C)(CC(C)C)C(=O)NO,BTQMNEKPMOZIDW-UHFFFAOYSA-N
-5.4600374185,CCC(C)(C)OOC1(OOC(C)(C)CC)CCCCC1,IMYCVFRTNVMHAD-UHFFFAOYSA-N
-3.1284,O=C(O)c1c(O)ccc2ccccc12,UPHOPMSGKZNELG-UHFFFAOYSA-N
-3.6402,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,RUDATBOHQWOJDD-BSWAIDMHSA-N
-7.3854,c1ccc2cc3c(ccc4ccccc43)cc2c1,DXBHBZVCASKNBY-UHFFFAOYSA-N
-2.5785,ClCC(Cl)(Cl)CCl,UDPHJTAYHSSOQB-UHFFFAOYSA-N
0.5007,O=C(O)CCP(=O)(O)O,NLBSQHGCGGFVJW-UHFFFAOYSA-N
-1.4001,CC(=O)Nc1ccccc1Cl,KNVQTRVKSOEHPU-UHFFFAOYSA-N
0.7273991488,O=C(O)CS,GNBVPFITFYNRCN-UHFFFAOYSA-M
-3.4746,CCCCOP(=O)(OCCCC)Oc1ccccc1,YICSVBJRVMLQNS-UHFFFAOYSA-N
-0.2926,CC(Cl)C(C)(C)O,YYHQXKBKFKTDMP-UHFFFAOYSA-N
-4.4100874366000005,NCCNCCN,PYBPYUAKCDQFCS-KVVVOXFISA-N
-1.9,ClC(Br)Br,GATVIKZLVQHOMN-UHFFFAOYSA-N
-4.48,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,ANTSCNMPPGJYLG-UHFFFAOYSA-N
-5.04,CC1N(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1(C)N,FNYQALWNSAGHJV-UHFFFAOYSA-N
-7.0093328393,C=CCN(CC=C)c1cc(NC(C)=O)c(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,WXDXQSMFRITTEJ-UHFFFAOYSA-N
0.8378838589000001,CN(CCCN)CCCN,KMBPCQSCMCEPMU-UHFFFAOYSA-N
-2.5380000000000003,Nc1ccc(Cl)cc1[N+](=O)[O-],PBGKNXWGYQPUJK-UHFFFAOYSA-N
-3.52,COCC1COc2cc3ncnc(Nc4cccc(I)c4)c3cc2O1,QTSBFJRVBUIZJC-UHFFFAOYSA-N
-4.68,CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,UPQWMVAELITTGQ-UHFFFAOYSA-N
-1.4690725372,O=C(O)CN(CCCN(CC(=O)O)CC(=O)O)CC(=O)O,DMQQXDPCRUGSQB-UHFFFAOYSA-N
-4.3112256046,c1ccc2ccccc2c1,UFWIBTONFRDIAS-UHFFFAOYSA-N
-2.676,CSc1nc(N(C)C)nc(N(C)C)n1,PRLMFHYBTOQSLN-UHFFFAOYSA-N
-1.2948,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,ZMMJGEGLRURXTF-UHFFFAOYSA-N
-6.98,Clc1ccc(Oc2ccc(Cl)c(Cl)c2)cc1Cl,DHLVZXZRIZBPKG-UHFFFAOYSA-N
-5.859,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,FBMQNRKSAWNXBT-UHFFFAOYSA-N
-4.122,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,FMGSKLZLMKYGDP-USOAJAOKSA-N
-1.54,Nc1cccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)c1,ZAVXXOXJXNKOFP-UHFFFAOYSA-N
-2.427057806,CCC(C)C1CCCCC1=O,RQXTZKGDMNIWJF-UHFFFAOYSA-N
